,id,created_at,user,text,language,lat,lng,user location,user utc offset,user time zone,Parsed,lemmas
903,'398776343527440384',1383881863.0,FabbYang,*NAPOLES-ZONED*Boy: Mahal mo ba ako?girl: Hindi ko alamBoy: Bakit hindi mo alam?girl: I invoke my rights against self incrimination,tl,,,philippines,28800.0,Beijing,*NAPOLES-ZONED*Boy: Mahal mo ba ako?girl: Hindi ko alamBoy: Bakit hindi mo alam?girl: I invoke my rights against self incrimination,"['napoles', 'zoned*boy', 'mahal', 'ako?girl', 'hindi', 'alamboy', 'bakit', 'hindi', 'alam?girl', '-pron-', 'invoke', 'right', 'self', 'incrimination']"
904,'398776348048490496',1383881864.0,YoTeenageDream,Hi. Sana si Napoles na lang ang liparin ni Yolanda,tl,,,Los Angeles ,28800.0,Beijing,Hi. Sana si Napoles na lang ang liparin ni Yolanda,"['sana', 'napoles', 'lang', 'ang', 'liparin']"
905,'398776372073865216',1383881870.0,eynjelposerio,Andyan na si yolanda! For sure SI NAPOLES HINDI NYA ALAM &lt3,tl,,,in a world full of wrong ,28800.0,Beijing,Andyan na si yolanda! For sure SI NAPOLES HINDI NYA ALAM &lt3,"['andyan', 'for', 'sure', 'napoles', 'hindi', 'nya', 'alam', 'lt3']"
906,'398776370680983552',1383881870.0,Melencioo,"Hay nako napoles, sumasabay ka pa, eh bumabagyo na nga -____-",tl,,,,28800.0,Beijing,"Hay nako napoles, sumasabay ka pa, eh bumabagyo na nga -____-","['hay', 'nako', 'napole', 'sumasabay', 'bumabagyo', 'nga']"
907,'398776374900441088',1383881871.0,AileenJaneReyes,"Ano ka ngayon, Napoles? #24oras",tl,,,,0.0,Casablanca,"Ano ka ngayon, Napoles? #24oras","['ano', 'ngayon', 'napoles', '24ora']"
908,'398776377714806784',1383881872.0,MabelKerubi,"Sabi ng helper ko: yan bagyong Yolanda, kasabwat ni Napoles yan! Kaya tayo binagyo dahil sa kanya. #ewankopo",tl,,,Philippines,-39600.0,International Date Line West,"Sabi ng helper ko: yan bagyong Yolanda, kasabwat ni Napoles yan! Kaya tayo binagyo dahil sa kanya. #ewankopo","['sabi', 'helper', 'yan', 'kasabwat', 'napoles', 'yan', 'kaya', 'tayo', 'binagyo', 'dahil', 'kanya', 'ewankopo']"
909,'398776381548408833',1383881872.0,IamEMMC,Sana isama ni Yolanda si Napoles.,tl,,,,-32400.0,Alaska,Sana isama ni Yolanda si Napoles.,"['sana', 'isama', 'napoles']"
910,'398776377916145664',1383881872.0,AlmyMrnl,Kapal ng muka neto ni Napoles.,tl,,,Philippines,28800.0,Beijing,Kapal ng muka neto ni Napoles.,"['kapal', 'muka', 'neto', 'napoles']"
911,'398776381695197186',1383881872.0,BevsFlores,NAPOLES KA MARIEL :),tl,,,Mabalacat,28800.0,Singapore,NAPOLES KA MARIEL :),"['napole', 'mariel']"
912,'398776384509579264',1383881873.0,Itzzmejaja,Eh kung umaamin na si napoles dba..,tl,,,"Malate,Manila",-25200.0,Arizona,Eh kung umaamin na si napoles dba..,"['kung', 'umaamin', 'napole', 'dba']"
913,'398776384836755456',1383881873.0,SerRenZKii,Tindahan Scene:  Tindera: Ano hanap nila? Juan: Si Napoles Tindera: Ay! DI KO PO ALAM...  Juan: TROLOLOLOLOL,tl,,,Philippines,28800.0,Beijing,Tindahan Scene:  Tindera: Ano hanap nila? Juan: Si Napoles Tindera: Ay! DI KO PO ALAM...  Juan: TROLOLOLOLOL,"['tindahan', 'scene', 'tindera', 'ano', 'hanap', 'nila', 'juan', 'napoles', 'tindera', 'alam', 'juan', 'trololololol']"
914,'398776391958659073',1383881875.0,KARENmaliit,"""Di ko po alam. Di totoo. Ewan ko po sa kanila.""- Napoles  ulul sinungaling.! #MaynilaPresentsKenChan || KrysKen Language of  Love",tl,,,Quezon City,-32400.0,Alaska,"""Di ko po alam. Di totoo. Ewan ko po sa kanila.""- Napoles  ulul sinungaling.! #MaynilaPresentsKenChan || KrysKen Language of  Love","['alam', 'totoo', 'ewan', 'kanila.""-', 'napole', 'ulul', 'sinungaling', 'maynilapresentskenchan', 'krysken', 'language', 'love']"
915,'398776391430184960',1383881875.0,oduliosophie,@BagyongYoIanda: Wag kayong mag-alala isasama ko si napoles.,tl,,,"Los Angeles,CA ",-32400.0,Alaska,@BagyongYoIanda: Wag kayong mag-alala isasama ko si napoles.,"['wag', 'kayong', 'mag', 'alala', 'isasama', 'napole']"
916,'398776398455652352',1383881876.0,Nick_Warrior,Hindi Ko Po Alam!! #Napoles #Bobo,tl,,,,-32400.0,Alaska,Hindi Ko Po Alam!! #Napoles #Bobo,"['hindi', 'alam', 'napole', 'bobo']"
917,'398776401613967360',1383881877.0,yrrabells,use napoles in a sentence?-Bat kase nagnakaw ka NAPOLES ka tuloy.,tl,,,MARIKINA CITY,28800.0,Beijing,use napoles in a sentence?-Bat kase nagnakaw ka NAPOLES ka tuloy.,"['use', 'napole', 'sentence', 'bat', 'kase', 'nagnakaw', 'napoles', 'tuloy']"
918,'398776410837225472',1383881879.0,pawsticaliber,Mahal mo ba ako? sagot ni girl: Hindi ko alam. NAPOLES-ZONED haha,tl,,,,28800.0,Beijing,Mahal mo ba ako? sagot ni girl: Hindi ko alam. NAPOLES-ZONED haha,"['mahal', 'ako', 'sagot', 'girl', 'hindi', 'alam', 'napoles', 'zoned', 'haha']"
919,'398776416931573760',1383881881.0,marcyanii,Me: May pasok ba bukas? Napoles: Hindi ko po alam! #NapolesZone,tl,,,Bacoor Cavite,28800.0,Beijing,Me: May pasok ba bukas? Napoles: Hindi ko po alam! #NapolesZone,"['-pron-', 'may', 'pasok', 'bukas', 'napole', 'hindi', 'alam', 'napoleszone']"
920,'398776420639326208',1383881882.0,roxannemontemor,Hindi ko alam.Hindi po.Hindi po totoo yun.Hindi po.Hindi ko alam.Oh hindiiii hahahaNgayon ko lang pinanuod yung kay napoles. Astig!,tl,,,Philippines,28800.0,Beijing,Hindi ko alam.Hindi po.Hindi po totoo yun.Hindi po.Hindi ko alam.Oh hindiiii hahahaNgayon ko lang pinanuod yung kay napoles. Astig!,"['hindi', 'alam', 'hindi', 'hindi', 'totoo', 'yun', 'hindi', 'hindi', 'alam', 'hindiiii', 'hahahangayon', 'lang', 'pinanuod', 'yung', 'kay', 'napole', 'astig']"
921,'398776426549084160',1383881883.0,LABiEE,@DorryKitty hahaha kay Napoles nlg pangayoa,tl,,,Davao City,-25200.0,Arizona,@DorryKitty hahaha kay Napoles nlg pangayoa,"['hahaha', 'kay', 'napole', 'nlg', 'pangayoa']"
922,'398776428423946242',1383881884.0,iamjahzeel20,"Yolanda, umalis ka na dito isama mo na si napoles!",tl,,,philippines,-28800.0,Pacific Time (US & Canada),"Yolanda, umalis ka na dito isama mo na si napoles!","['umali', 'dito', 'isama', 'napole']"
923,'398776429355085824',1383881884.0,geraldiology,Syempre maganda sa pandinig ni Bong. Di naman alam ni Napoles eh...,tl,,,Philippines,28800.0,Hong Kong,Syempre maganda sa pandinig ni Bong. Di naman alam ni Napoles eh...,"['syempre', 'maganda', 'pandinig', 'bong', 'naman', 'alam', 'napoles']"
924,'398776432471445504',1383881885.0,missoriented,"In other news, #Napoles",en,,,"Here, There, Everywhere",28800.0,Hong Kong,"In other news, #Napoles","['news', 'napole']"
925,'398776433905901568',1383881885.0,MayumiMetura,"Dear Yolanda, PAKITANGAY NARIN SI NAPOLES. SALAMAT!",tl,,,,-36000.0,Hawaii,"Dear Yolanda, PAKITANGAY NARIN SI NAPOLES. SALAMAT!","['dear', 'pakitangay', 'narin', 'napole', 'salamat']"
926,'398776439626948608',1383881886.0,Beylibeyl,"Buti puro bagyo balita di ko masyadong nakita si @angelikabeybe....ay joke, napoles pala xD",tl,,,FHM,-28800.0,Pacific Time (US & Canada),"Buti puro bagyo balita di ko masyadong nakita si @angelikabeybe....ay joke, napoles pala xD","['buti', 'puro', 'balita', 'masyadong', 'nakita', 'joke', 'napol', 'pala']"
927,'398776438058262528',1383881886.0,makatanabaliw,"Sapalagay ko inorder ni Napoles si Yolanda, late nga lang dumating. lol.",tl,,,PHILIPPINES & ALASKA,-32400.0,Alaska,"Sapalagay ko inorder ni Napoles si Yolanda, late nga lang dumating. lol.","['sapalagay', 'inorder', 'napoles', 'late', 'nga', 'lang', 'dumat', 'lol']"
928,'398776438305738753',1383881886.0,danicelorenzo,ganina while gawatch kog napoles senate hearing nkafeel kog kasuko. grabe ka bakakon ui. lami hapakon,tl,,,"Davao City, Philippines",-32400.0,Alaska,ganina while gawatch kog napoles senate hearing nkafeel kog kasuko. grabe ka bakakon ui. lami hapakon,"['ganina', 'gawatch', 'kog', 'napole', 'senate', 'hear', 'nkafeel', 'kog', 'kasuko', 'grabe', 'bakakon', 'lami', 'hapakon']"
929,'398776437269737472',1383881886.0,AnneGleary,@damada11 .. kay napoles.. tita mo .. jowk .,tl,,,manila philippines,,,@damada11 .. kay napoles.. tita mo .. jowk .,"['kay', 'napole', 'tita', 'jowk']"
930,'398776444567826432',1383881887.0,khaiimundas,Buysit pakinggan yung mga sagot ni Napoles.,tl,,,"Manila, Philipines",-32400.0,Alaska,Buysit pakinggan yung mga sagot ni Napoles.,"['buysit', 'pakinggan', 'yung', 'mga', 'sagot', 'napoles']"
931,'398776464159416320',1383881892.0,SEchamXY,"""T***ina ka Napoles ka! Napakawalanghiya mo! Mamatay ka na! Makita lang kita! Papatayin kita! T***ina ka!"" -Mommy",tl,,,DLSU ,-32400.0,Alaska,"""T***ina ka Napoles ka! Napakawalanghiya mo! Mamatay ka na! Makita lang kita! Papatayin kita! T***ina ka!"" -Mommy","['t***ina', 'napoles', 'napakawalanghiya', 'mamatay', 'makita', 'lang', 'kita', 'papatayin', 'kita', 't***ina', '-mommy']"
932,'398776469486186496',1383881893.0,knngmba,Bat naka bullet proof si napoles? di naman sya pulis :D,tl,,,"Batangas City, Philippines",-28800.0,Pacific Time (US & Canada),Bat naka bullet proof si napoles? di naman sya pulis :D,"['bat', 'naka', 'bullet', 'proof', 'napole', 'naman', 'sya', 'pulis']"
933,'398776471281729536',1383881894.0,EmceeShaii,Kilala ni bebe RED si Napoles. Iba na talaga sikat walaaa! Lol #share,tl,,,"Cabuyao, Laguna",28800.0,Beijing,Kilala ni bebe RED si Napoles. Iba na talaga sikat walaaa! Lol #share,"['kilala', 'bebe', 'red', 'napoles', 'iba', 'talaga', 'sikat', 'walaaa', 'lol', 'share']"
934,'398776478432649218',1383881896.0,Ragueeel,@imjajajanica TITA KO SI NAPOLES EH,tl,,,Est. 1998,28800.0,Beijing,@imjajajanica TITA KO SI NAPOLES EH,"['tita', 'napoles']"
935,'398776480949227520',1383881896.0,tembztyle,Yolanda: Alam mo ba kung bakit ako nandito?Napoles: HINDI KO PO ALAM.,tl,,,MANILA PH,28800.0,Beijing,Yolanda: Alam mo ba kung bakit ako nandito?Napoles: HINDI KO PO ALAM.,"['alam', 'kung', 'bakit', 'ako', 'nandito?napoles', 'hindi', 'alam']"
936,'398776484560531456',1383881897.0,MavyMarquez,Sinusundo lang ni Yolanda si Napoles. Relax lang tayo guys.,tl,,,Facing the crowd,-32400.0,Alaska,Sinusundo lang ni Yolanda si Napoles. Relax lang tayo guys.,"['sinusundo', 'lang', 'napoles', 'relax', 'lang', 'tayo', 'guy']"
937,'398776508690341889',1383881903.0,DanssCabarriban,"NAPOLES! &lt3 :""&gt @bernardettemari @HeavenIgnacio @AababGD14 @crpzo14 @dvna_vlladgo @aveyinpqz #jaimie #nicolle #via #jubilee ",fr,,,RianaChalizaOlasimanLlega,-32400.0,Alaska,"NAPOLES! &lt3 :""&gt @bernardettemari @HeavenIgnacio @AababGD14 @crpzo14 @dvna_vlladgo @aveyinpqz #jaimie #nicolle #via #jubilee ","['napole', 'lt3', 'jaimie', 'nicolle', 'jubilee']"
938,'398776515669680128',1383881904.0,kalvs4short,Sarap sampalin ng 1000 barya si napoles !!,tl,,,"14.684223,120.967206",28800.0,Beijing,Sarap sampalin ng 1000 barya si napoles !!,"['sarap', 'sampalin', 'barya', 'napole']"
939,'398776522443485184',1383881906.0,e_l_a_y_n_e,"""YOLANDA : Si Napoles ang sadya ko dito."" -- ayun naman pala haha http://t.co/HK3FgMXhLT",tl,,,bulacan / ortigas,-36000.0,Hawaii,"""YOLANDA : Si Napoles ang sadya ko dito."" -- ayun naman pala haha http://t.co/HK3FgMXhLT","['napoles', 'ang', 'sadya', 'dito', 'ayun', 'naman', 'pala', 'haha']"
940,'398776526335770626',1383881907.0,iamzaimelT,"Hambog kau c napoles oh, nka luv team c john lloyd..credits sa nag.edit... #napoles #patrolpork #yolanda #pray4pinas http://t.co/UnmnYMccss",tl,,,Dumaguete City,28800.0,Beijing,"Hambog kau c napoles oh, nka luv team c john lloyd..credits sa nag.edit... #napoles #patrolpork #yolanda #pray4pinas http://t.co/UnmnYMccss","['hambog', 'kau', 'napole', 'nka', 'luv', 'team', 'john', 'lloyd', 'credit', 'nag.edit', 'napole', 'patrolpork', 'pray4pinas']"
941,'398776529838039040',1383881908.0,24_Oras,"Kampo ni Sen. Bong Revilla, naniniwalang  pabor sa kanya ang pagharap ni Napoles sa Senado. #BantayKaban",tl,,,Philippines,28800.0,Singapore,"Kampo ni Sen. Bong Revilla, naniniwalang  pabor sa kanya ang pagharap ni Napoles sa Senado. #BantayKaban","['kampo', 'sen.', 'bong', 'revilla', 'naniniwalang', 'pabor', 'kanya', 'ang', 'pagharap', 'napoles', 'senado', 'bantaykaban']"
942,'398776531205750784',1383881908.0,Tei7,"@danieluny Quiero la del Napoles entonces con el 7 de callejon talla L, cuando este me avisas )",es,,,New York City,,,"@danieluny Quiero la del Napoles entonces con el 7 de callejon talla L, cuando este me avisas )","['quiero', 'del', 'napoles', 'entonce', 'con', 'callejon', 'talla', 'cuando', 'este', 'avisas']"
943,'398776535437414401',1383881909.0,iAmTechieBecky,"...in other news, Janet Lim Napoles. Again.",en,,,Philippines,28800.0,Beijing,"...in other news, Janet Lim Napoles. Again.","['news', 'janet', 'lim', 'napoles', 'again']"
944,'398776540843884544',1383881910.0,CantStopTheKing,Now Watching: [Full Complete 6 Hours] - Janet Lim Napoles at Senate Hearing on Pork Barrel PDAF (07 November 2013),en,,,La Islas Filipinas ,-32400.0,Alaska,Now Watching: [Full Complete 6 Hours] - Janet Lim Napoles at Senate Hearing on Pork Barrel PDAF (07 November 2013),"['now', 'watch', 'full', 'complete', 'hour', 'janet', 'lim', 'napoles', 'senate', 'hearing', 'pork', 'barrel', 'pdaf', 'november']"
945,'398776537303904257',1383881910.0,chideleon,Narinig ko na naman ang consistent na sagot ni Napoles. ,tl,,,,28800.0,Hong Kong,Narinig ko na naman ang consistent na sagot ni Napoles. ,"['narinig', 'naman', 'ang', 'consistent', 'sagot', 'napoles']"
946,'398776544530685952',1383881911.0,ohhcareeen,"""@khiimgiron: @ohhcareeen tangayin pa niya mga kasama sa Pork barrel mas masaya hahaha.""- Yeaaaaaah! Hahaha. Lalo na si Janeth NaPULIS!",tl,,,Makati City,28800.0,Beijing,"""@khiimgiron: @ohhcareeen tangayin pa niya mga kasama sa Pork barrel mas masaya hahaha.""- Yeaaaaaah! Hahaha. Lalo na si Janeth NaPULIS!","['tangayin', 'niya', 'mga', 'kasama', 'pork', 'barrel', 'masaya', 'hahaha.""-', 'yeaaaaaah', 'hahaha', 'lalo', 'janeth', 'napulis']"
947,'398776550830518272',1383881913.0,maryelover,ako: maganda bako?napoles: di ko alam! hahahaha -__- #rawr http://t.co/ECXbmcU9lt,tl,,,https://twitter.com/maryelover,10800.0,Baghdad,ako: maganda bako?napoles: di ko alam! hahahaha -__- #rawr http://t.co/ECXbmcU9lt,"['ako', 'maganda', 'bako?napole', 'alam', 'hahahaha', 'rawr']"
948,'398776553221271553',1383881913.0,immabejanet,: ewan ko: di ko po alam....- Janet Napoles,tl,,,,-25200.0,Arizona,: ewan ko: di ko po alam....- Janet Napoles,"['ewan', 'alam', 'janet', 'napole']"
949,'398776575795032064',1383881919.0,nicholedaustria,In fair natawa ako dito! Haha @BagyongYoIanda: Wag kayong mag-alala isasama ko si napoles.,tl,,,,28800.0,Singapore,In fair natawa ako dito! Haha @BagyongYoIanda: Wag kayong mag-alala isasama ko si napoles.,"['fair', 'natawa', 'ako', 'dito', 'haha', 'wag', 'kayong', 'mag', 'alala', 'isasama', 'napole']"
950,'398776576717750273',1383881919.0,imrapmalibunas,Na-napoles ako! XD,tl,,,"Quezon City, Philippines",28800.0,Beijing,Na-napoles ako! XD,"['napole', 'ako']"
951,'398776584720879616',1383881921.0,24OrasGMA7,"MGA SENADOR,NAGKAMALI RAW SA PAGTATANONG KAY NAPOLES AYON SA ISNAG LEGAL EXPERT. #24Oras",tl,,,Manila,-28800.0,Pacific Time (US & Canada),"MGA SENADOR,NAGKAMALI RAW SA PAGTATANONG KAY NAPOLES AYON SA ISNAG LEGAL EXPERT. #24Oras","['mga', 'senador', 'nagkamali', 'raw', 'pagtatanong', 'kay', 'napole', 'ayon', 'isnag', 'legal', 'expert', '24ora']"
952,'398776596997234689',1383881924.0,gayylee,Eto nanaman po 'tong news about kay Mrs. Napoles. Ay nako DI KO NA TALAGA ALAM,tl,,,Philippines ,28800.0,Singapore,Eto nanaman po 'tong news about kay Mrs. Napoles. Ay nako DI KO NA TALAGA ALAM,"['eto', 'nanaman', 'tong', 'news', 'kay', 'mrs.', 'napoles', 'nako', 'talaga', 'alam']"
953,'398776604014288896',1383881925.0,bonos_bossx3,@YnnahBonina: NAPOLES FACIAL CREAM. HAHAHA. http://t.co/zoJNMReB1h @sboock_,tl,,,,-18000.0,Eastern Time (US & Canada),@YnnahBonina: NAPOLES FACIAL CREAM. HAHAHA. http://t.co/zoJNMReB1h @sboock_,"['napoles', 'facial', 'cream', 'hahaha']"
954,'398776602416279552',1383881925.0,itsmesarrrah,@MockingJaaay kala ko mag gaya ka kay NAPOLES . Hindi mo alam na maganda ako . HAHAHAH,tl,,,TUPI SOUTH COTABATO,-28800.0,Pacific Time (US & Canada),@MockingJaaay kala ko mag gaya ka kay NAPOLES . Hindi mo alam na maganda ako . HAHAHAH,"['kala', 'mag', 'gaya', 'kay', 'napoles', 'hindi', 'alam', 'maganda', 'ako', 'hahahah']"
955,'398776616043569152',1383881928.0,aireeneleanor,"HAHAHAHAHHAAHAHAHAHA ""Napoles-zoned"" =))))))))",it,,,Philippines,-28800.0,Pacific Time (US & Canada),"HAHAHAHAHHAAHAHAHAHA ""Napoles-zoned"" =))))))))","['hahahahahhaahahahaha', 'napole', 'zone']"
956,'398776619680026626',1383881929.0,chiezii_,Gusto ko mapanood replay nung kay Napoles :((((,tl,,,"Makati,Philippines ",-39600.0,Samoa,Gusto ko mapanood replay nung kay Napoles :((((,"['gusto', 'mapanood', 'replay', 'nung', 'kay', 'napoles']"
957,'398776624553803776',1383881930.0,KAAAATTTTTTT,@beeeonebeeeetwo AHAHAHAHAHAHA NAPOLES?!,tl,,,,-28800.0,Pacific Time (US & Canada),@beeeonebeeeetwo AHAHAHAHAHAHA NAPOLES?!,"['ahahahahahaha', 'napole']"
958,'398776622637015040',1383881930.0,SharenGayle_VIP,Ipatapon si napoles sa Bermuda triangle!,tl,,,"Cabiao, Philippines",-32400.0,Alaska,Ipatapon si napoles sa Bermuda triangle!,"['ipatapon', 'napole', 'bermuda', 'triangle']"
959,'398776636142678016',1383881933.0,24_Oras,"Mga senador, nagkamali raw sa pagtatanong kay Napoles ayon sa isang legal expert. #BantayKaban",tl,,,Philippines,28800.0,Singapore,"Mga senador, nagkamali raw sa pagtatanong kay Napoles ayon sa isang legal expert. #BantayKaban","['mga', 'senador', 'nagkamali', 'raw', 'pagtatanong', 'kay', 'napoles', 'ayon', 'isang', 'legal', 'expert', 'bantaykaban']"
960,'398776645785354240',1383881935.0,HAMRAMSPAM,RT @SashimiGrey: Pano kung di talaga alam ni Napoles,tl,,,Mnl,28800.0,Hong Kong,RT @SashimiGrey: Pano kung di talaga alam ni Napoles,"['pano', 'kung', 'talaga', 'alam', 'napole']"
961,'398776645932163072',1383881935.0,clariibabee,"Dear Yolanda, PAKITANGAY NA PO SI NAPOLES. Thank you ! :)",tl,,,,,,"Dear Yolanda, PAKITANGAY NA PO SI NAPOLES. Thank you ! :)","['dear', 'pakitangay', 'napole', 'thank']"
962,'398776653024743424',1383881937.0,KrsllSmly,Fuuudge. Napoles.,et,,,Las Pinas City,-32400.0,Alaska,Fuuudge. Napoles.,"['fuuudge', 'napole']"
963,'398776651569303552',1383881937.0,cliffordcute_tl,"JANET NAPOLESJ- anet JanetA- lahas kay mahal, magara ang damitN-ais malaman kaninong pera ang yong ginamit?E-... http://t.co/UKx721vaGX",tl,,,,-21600.0,Central America,"JANET NAPOLESJ- anet JanetA- lahas kay mahal, magara ang damitN-ais malaman kaninong pera ang yong ginamit?E-... http://t.co/UKx721vaGX","['janet', 'napolesj-', 'anet', 'janeta-', 'laha', 'kay', 'mahal', 'magara', 'ang', 'damitn', 'ais', 'malaman', 'kaninong', 'pera', 'ang', 'yong', 'ginamit?e-']"
964,'398776660679340032',1383881939.0,CARAtekiddo,"""@IamEMMC: Sana isama ni Yolanda si Napoles."" BENTA :))",id,,,"Makati, Philippines",28800.0,Hong Kong,"""@IamEMMC: Sana isama ni Yolanda si Napoles."" BENTA :))","['sana', 'isama', 'napoles', 'benta']"
965,'398776671840370688',1383881942.0,ChanTenorio13,Nakaka badtrip ung muka ni NAPOLES.,tl,,,"Golden Palace,Mt. Olympus ",28800.0,Beijing,Nakaka badtrip ung muka ni NAPOLES.,"['nakaka', 'badtrip', 'ung', 'muka', 'napoles']"
966,'398776690530217985',1383881946.0,RazonLyka,Barilin na yan si Napoles! -__________-,tl,,,Qeuzon City,28800.0,Beijing,Barilin na yan si Napoles! -__________-,"['barilin', 'yan', 'napoles']"
967,'398776692384096256',1383881947.0,yrvinuu,http://t.co/ah9y4Ofn76 ahahah nakakatangene si napoles _+_,id,,,"#716 Pizza,chessyWay",28800.0,Beijing,http://t.co/ah9y4Ofn76 ahahah nakakatangene si napoles _+_,"['ahahah', 'nakakatangene', 'napole']"
968,'398776693747228672',1383881947.0,ARNdentified,Rowena Daroy-Morales: Senators have asked Napoles wrongly #24Oras,en,,,Bacoor City,28800.0,Beijing,Rowena Daroy-Morales: Senators have asked Napoles wrongly #24Oras,"['rowena', 'daroy', 'morales', 'senator', 'ask', 'napole', 'wrongly', '24ora']"
969,'398776699518984192',1383881948.0,TriskelionCat,"Yolanda: Mare, kamusta ka na diyan?J.Napoles: Alam ko darating ka mare.Yolanda: Bakit mare? Ano problema?... http://t.co/3BYg9NSUAw",tl,,,Desert Forest,28800.0,Beijing,"Yolanda: Mare, kamusta ka na diyan?J.Napoles: Alam ko darating ka mare.Yolanda: Bakit mare? Ano problema?... http://t.co/3BYg9NSUAw","['mare', 'kamusta', 'diyan?j.napole', 'alam', 'darat', 'mare', 'bakit', 'mare', 'ano', 'problema']"
970,'398776697769558016',1383881948.0,AlyssaIsabelC,Hindi nyo mapapaamin yang hayup na yan. #Napoles,tl,,,"Quezon City, Philippines",-28800.0,Pacific Time (US & Canada),Hindi nyo mapapaamin yang hayup na yan. #Napoles,"['hindi', 'nyo', 'mapapaamin', 'yang', 'hayup', 'yan', 'napole']"
971,'398776704665010176',1383881949.0,ItsJoanaBananaa,punyatera. senador pa ang mali sa pagtatanong kay napoles. LECHEE!!,tl,,,,28800.0,Beijing,punyatera. senador pa ang mali sa pagtatanong kay napoles. LECHEE!!,"['punyatera', 'senador', 'ang', 'mali', 'pagtatanong', 'kay', 'napole', 'lechee']"
